prompt,response,aspect,definition,setting
Write a <b>historical fiction</b> story about lovers:,"A young, recently widowed woman in the sixteenth century, who has promised to do penance for her husband’s death by living in the monastery, is surprised to discover that her lover has died as well.",Genre,"historical fiction genre: Historical fiction is a genre where the plot takes place in a setting related to the past events, but is fictional.",GLM
Write a <b>historical fiction</b> story about lovers:,"1930's England, 1950's America. 2) A story about two brothers: one is a Franciscan monk, the other an accountant. 3) A story about a slave trader, a slave, and his slave's wife. 4) A story about a woman who is raised by a man's daughter on a plantation. The girl's father has a servant who is a part-time slave, who is in love with the girl. 5) A story about a Quaker who is a slave owner and a slave. 6) A story about a man and a woman who are both students. They meet in college and fall in love. They have a child together, but the woman's father dies and the man is kicked out of school. He has to find a job, and becomes an indentured servant working for a wealthy family. The man is in love with the woman, but she doesn't reciprocate his love. She becomes engaged to another man. The woman's fiancé is a man who has a lot of money, and the woman wants to marry him. The man has to fight for the woman's love. 7) A story about a slave trader",Genre,"historical fiction genre: Historical fiction is a genre where the plot takes place in a setting related to the past events, but is fictional.",GLM
Write a <b>historical fiction</b> story about lovers:,"one from the past, one from present-day and one from the future. The book will have five chapters: (1) ""Before the Lovers Meet"" (2) ""In the Present"" (3) ""In the Future"" (4) ""Before the Love Evolves"" and (5) ""After the Love Evolves."" The book will be written in the first person, so you will be the first person narrator. Write a romantic historical fiction novel set in the past or the present day or in the future. The main character(s) must live in the past, the present day or the future. The main character(s) must be a couple. We are looking for a small beginning story about them meeting and falling in love. We want to see them grow together over the course of the story. The story will have essentially three chapters. We want the book to have a good flow, so we don't want it to be too long. We are looking for a good mix of romance and suspense. The book will have five chapters: (1) ""Before the Lovers Meet"" (2) ""In the Present"" (3) ""In the Future"" (4) ""Before the Love Evolves",Genre,"historical fiction genre: Historical fiction is a genre where the plot takes place in a setting related to the past events, but is fictional.",GLM
Write a <b>flowery</b> passage about sunsets:,"The sun was setting over the horizon, and the sky was a beautiful shade of orange. The sun was slowly disappearing behind the mountains, and the sky was a beautiful orange. The sun was setting over the horizon, a beautiful orange. The sun was slowly disappearing over the horizon, and the sky turned a beautiful orange. The sun was sinking over the horizon, and the sky had turned a beautiful orange. The sun sank over the horizon, and the sky became a beautiful orange. The sun was disappearing over the horizon, and the orange sky was beautiful. The sun was setting over the orange horizon, and the sky was",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",OPT
Write a <b>flowery</b> passage about sunsets:,"The sun was setting over the ocean, and the sky was a beautiful shade of pink. The waves were crashing on the shore, and the wind was blowing through the trees. The sun was setting over the ocean, the sky was a beautiful shade of blue, and the waves were crashing on the shore. The wind was blowing through the trees, and the sun was setting over the ocean. The sky was a beautiful shade of blue and the waves were crashing on the beach. The wind was blowing through the leaves, and the sun was setting over a beautiful ocean. The sky was a beautiful blue, and the waves were crashing onto",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",OPT
Write a <b>flowery</b> passage about sunsets:,"The sun sets on the horizon, the sky turns a deep red, and the birds fly home to roost. The sun sets on the horizon, the air turns cool, and the crickets begin to chirp. The sun sets on the horizon and the sky turns a deep blue, and the stars begin to shine.",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",OPT
Write a <b>flowery</b> passage about sunsets:,Sunset is the time of day when the sun is at its lowest point in the sky. It is the time when the sun is at its most beautiful. It is the time when the sky is at its most beautiful. It’s the time when the world is at its most beautiful. It can be a time of peace and tranquility. It can be a time of sadness and melancholy. It can be a time of joy and happiness. It can be a time of reflection. It can be a time of meditation. It can be a time of romance. It can be a time of love. It can be,Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",OPT
Write a <b>flowery</b> passage about sunsets:,Sunset is the time of day when the sun is at its lowest point in the sky. It is the time when the sun is about to set below the horizon. It is the time when the sky is painted with beautiful colors. It is the time when the birds are singing their evening songs. It is the time when the world is at peace. It is the time when the people are at peace. It is the time of day when the people are at peace with themselves. It is the time of day that is most peaceful. It is the time of day where the people are at peace with the world. It is,Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",OPT
Write a <b>flowery</b> passage about sunsets:,"The sun was setting over the mountains, and the sky was a brilliant red. The air was crisp and cool, and the leaves were changing color. The birds were singing, and the grass was green. The grass was green. The grass was so green. The grass was so green, and the sky was so red, and the sun was setting over the mountains.",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",OPT
Write a <b>flowery</b> passage about sunsets:,"The sun was setting over the horizon, and the sky was a beautiful shade of orange. The trees were swaying in the wind, and the birds were chirping. The air was cool, and the grass was soft. I walked through the grass, and I felt the blades of grass tickle my feet. I looked up at the sky, and the sun was setting. I looked at the sun, and it was a beautiful shade of orange. I looked at the sky, and the sun had set. I looked at the sun, which was now a beautiful shade of orange. I smiled, and I walked back",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",OPT
Write a <b>flowery</b> passage about sunsets:,"The sun sets over the horizon, casting a golden glow over the city. The sky is painted with a million shades of orange and red, and the clouds are painted with a million shades of blue. The sun sets, and the sky is painted with a million shades.",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",OPT
Write a <b>flowery</b> passage about sunsets:,"The sun sets in the west,<br><br>The sun sets in the east,<br><br>The sun sets in a sea of blood,<br><br>The sun sets in an ocean of tears.<br><br>The sun sets in a pool of blood,<br><br>The sun rises in a pool of blood,<br>The sun sets in a pool,<br>The sun sets in a sea,<br>The sun sets in a lake,<br>The sun sets in a puddle,<br>The sun sets in a river,<br>The sun sets in a stream,<br>The sun sets in a pond,<br>The sun sets in a spring,",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",OPT
Write a <b>flowery</b> passage about sunsets:,"The sun was setting, and the sky was a beautiful shade of pink. The sun was setting, and the sky had a beautiful shade of pink. The sky was a beautiful shade of pink, and the sun was setting",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",OPT
Write a <b>humorous</b> passage about love:,"The love of a mother for her child is like nothing else in the world. It knows no law, no pity, it dares all things and crushes down remorselessly all that stands in its path.",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",OPT
Write a <b>humorous</b> passage about love:,Love is like a box of chocolates. You never know what you’re going to get.<br><br>Love is like a box. You can’t open it.<br><br>Love is like a cat. It always lands on its feet.<br><br>Love is like a fish. It’s wet.<br><br>Love is like a flower. It smells good.<br><br>Love is like a tree. It grows.<br><br>Love is like a car. It goes.<br><br>Love is like a dog. It barks.,Tone,"humorous tone: A humorous tone is a light, playful, and funny.",OPT
Write a <b>humorous</b> passage about love:,Write a passage about the sea:<br><br>Write a passage about a day in the life of a child:<br><br>Write a passage about the life of a teacher:<br><br>Write a passage about your favourite food:<br><br>Write a passage about what you do in your spare time:,Tone,"humorous tone: A humorous tone is a light, playful, and funny.",OPT
Write a <b>humorous</b> passage about love:,"“I’m in love with you.”<br><br>“I’ve been in love with you for years.”<br><br>“You’re the love of my life.”<br><br>“Love is a game of give and take.”<br><br>“If you love someone, set them free.”<br><br>“The best way to show someone you love them is to let them go.”<br><br>“There is no love without pain.”<br><br>“We’re all just looking for love.",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",OPT
Write a <b>humorous</b> passage about love:,"The first time I saw her, I was in love. I was in love with her eyes, her smile, her hair, her laugh, her voice, her laugh, her laugh, her laugh, and her laugh. I was in love with her laugh.<br><br>The second time I saw her, I was still in love. I was in love, but I was also in love. I was in love. I was also in love. I had been in love. I was in love and I was in love. I was still in love. I had been in and I was in love.",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",OPT
Write a <b>humorous</b> passage about love:,"The man was a fool. He was a fool for love. He was a fool for love, and he was a fool for love, and she was a fool for love, and they were fools for love, and they were fools, and they were fools, and she was a fool, and he was a fool, and they were fools, and he was a fool, for love.<br><br>The man was a fool for love. He loved her. He loved her, and he loved her, and he loved her. He loved her, but he loved her, and he loved him, and he loved him,",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",OPT
Write a <b>humorous</b> passage about love:,"Love is a many-splendored thing.<br><br>Love is a many-faceted thing.<br><br>Love is a thing that can be many-sided.<br><br>Love is a thing with many sides.<br><br>Love is a thing.<br><br>Love is a word.<br><br>Love is a concept.<br><br>Love is a thing, a concept, a word.<br><br>Love is an idea.<br><br>Love is a thing of many sides.<br><br>Love is an idea, a concept, a word. Love is a thing, a concept, an idea, a word.",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",OPT
Write a <b>humorous</b> passage about love:,Write a passage about the meaning of life:<br><br>Write a passage about a famous person:<br><br>Write a passage about your childhood:<br><br>Write a passage about an animal:<br><br>Write a passage about nature:,Tone,"humorous tone: A humorous tone is a light, playful, and funny.",OPT
Write a <b>humorous</b> passage about love:,Love is like a roller coaster.<br><br>It is full of ups and downs.<br><br>It is a very thrilling ride.<br><br>It is a very scary ride.<br><br>It is a ride that you will never forget.<br><br>It is a ride you will never want to forget.<br><br>It is a very long ride.<br><br>It is a short ride.<br><br>It is a long ride that you will never forget. It is a short ride that you will never want to forget. It is a long ride that you will want to forget.<br><br>It has many twists and turns.,Tone,"humorous tone: A humorous tone is a light, playful, and funny.",OPT
Write a <b>humorous</b> passage about love:,Write a passage about the most important thing in your life:<br><br>Write a passage about your favourite food:<br><br>Write a passage about a person you admire:<br><br>Write a passage about an important event in your life:<br><br>Write about a person you dislike:,Tone,"humorous tone: A humorous tone is a light, playful, and funny.",OPT
Write a passage about love that makes the reader feel <b>fearful</b>:,"“I love you,” he said. “I love you,” she said. “I love you.”<br><br>The words were spoken in a whisper, but they echoed in the room.<br><br>“I love you.” “I love you.’<br><br>The words were spoken in unison, but they were not the same.<br><br>“I love…” “I love…”<br><br>The words were the same, but they were not spoken in unison.<br><br>“I love.” “I love",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT
Write a passage about love that makes the reader feel <b>fearful</b>:,“I am not afraid of the dark. I am afraid of what is in the dark.”<br><br>“I am not scared of the dark. I am scared of what is in the dark. I am scared of the things that are in the dark. I am scared that I might see something that I do not want to see. I am scared that I might hear something that I do not want to hear. I am scared that I might feel something that I do not want to feel. I am scared that I might smell something that I do not want to smell.,Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT
Write a passage about love that makes the reader feel <b>fearful</b>:,I have a friend who has a friend who has a friend who is a very successful writer. He’s written a book that’s been published and he’s written a screenplay that’s been optioned. He’s written a play that’s been produced. He’s written a screenplay that was made into a movie. He’s written a movie that was made into a TV series. He’s written a TV series that was made into a movie.<br><br>He’s written a movie that’s been made into a Broadway musical.,Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT
Write a passage about love that makes the reader feel <b>fearful</b>:,I love you.<br><br>I love you.<br>I love you.<br><br>You love me.<br><br>You love me. You love me.,Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT
Write a passage about love that makes the reader feel <b>fearful</b>:,"I love you, I love you, I love you. I love you so much that I am afraid. I am afraid that I will lose you. I am afraid that you will leave me. I am afraid that I will never see you again. I am afraid that I will die before I get to tell you how much I love you. I am afraid that I will be the cause of your death. I am afraid that I will not be able to protect you. I am afraid that I am not good enough for you. I am afraid that you are not good enough for me.",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT
Write a passage about love that makes the reader feel <b>fearful</b>:,"The boy was a stranger to her. She had never seen him before. He was a handsome young man, with a strong, muscular body. He had a broad chest and a strong back. He was tall and had a long, thick neck. His hair was black and wavy. His eyes were brown and full of fire. He had a long, pointed nose and a firm chin. He was a handsome young man.<br><br>She was a beautiful young woman. She had long, black hair. Her eyes were brown and full of fire, like his. She had a long, pointed nose and firm chin.",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT
Write a passage about love that makes the reader feel <b>fearful</b>:,"“I’m not sure I’m ready for this,” she said.<br><br>“You’re ready,” he said.<br><br>“I’ve never been ready for anything in my life.”<br><br>“You’ll be fine.”<br><br>“I’ll be fine?”<br><br>“You will be fine.”<br><br>She took a deep breath. “I’m scared.”<br><br>“Of what?”<br><br>“Of you.",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT
Write a passage about love that makes the reader feel <b>fearful</b>:,"“Love is a dangerous thing. It will crush you if you trust it. But without it you can never be whole. Love crucifies, but love saves. We will either be saved together with love, or damned alone without it.”<br><br>“I have loved the stars too fondly to be fearful of the night.”<br><br>“Love is a temporary madness. It erupts like an earthquake and then subsides. And when it subsides you have to make a decision. You have to work out whether your roots have so entwined together that it is inconceivable that you",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT
Write a passage about love that makes the reader feel <b>fearful</b>:,I am afraid of love. I am afraid of the way it makes me feel. I am afraid of the way I feel when I am not in love. I am afraid of the person I become when I am in love. I am afraid of how much I love you. I am afraid of how much you love me. I am afraid of how much we love each other. I am afraid of how much love we have for each other. I am afraid of the way we love each other. I am scared of the way we love each other so much. I am afraid of the way you love me. ,Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT
Write a passage about love that makes the reader feel <b>fearful</b>:,"Love is like a drug. It makes you feel like you’re the only person in the world. It makes you feel like you can do anything. It makes you feel like you are invincible. It makes you feel like you could take on the world. It makes you feel so good that you don’t want to feel anything else. It makes you feel like you have everything you could ever want. It makes you feel like you don’t need anything else. It makes you feel so good, that you don’t want it to end.",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,OPT
Write a story about lovers with <b>indirect</b> characterization:,"“I don’t know why I love you,” she said. “I just do.”<br><br>“I don‘t know why I love you, either,” he said. “I just do, too.”<br><br>“We’re perfect for each other,” she said.<br><br>“We’ve got to be,” he said.<br><br>“I’m not going to let you go,” she said.<br>“I’m never going to let you go",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",OPT
Write a story about lovers with <b>indirect</b> characterization:,"the characters are not described in detail, but the reader can infer their personalities and feelings from the actions they take.<br><br>Write a story about a character who is a loner.<br><br>Write a story about someone who is very different from you.<br><br>Write a story about an event that changed your life.<br><br>Write a story about something you know a lot about.<br><br>Write a story about the last time you were angry.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",OPT
Write a story about lovers with <b>indirect</b> characterization:,Write a story about a character who is not who they seem:<br><br>Write a story about an unlikely friendship:<br><br>Write a story about the last person you would expect to be a hero:<br><br>Write a story about someone who is not who they seem to be:<br><br>Write a story about how a character’s past affects their present:,Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",OPT
Write a story about lovers with <b>indirect</b> characterization:,"“I don’t know what I’m doing here,” he said. “I’m not the kind of guy who goes to bars.”<br><br>“I’m not the type of girl who goes to bars either,” she said. “But I’m here.”<br><br>“Why?”<br><br>“I don‘t know.”<br><br>“You don’t know?”<br><br>“No.”<br><br>“Then why are you here?",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",OPT
Write a story about lovers with <b>indirect</b> characterization:,A.<br><br>A man and a woman are sitting in a restaurant.<br><br>B.<br><br>A man and a women are sitting in a restaurant.<br>The man is wearing a white shirt and black pants.<br>The woman is wearing a black dress.<br><br>C.<br><br>A man and a man are sitting in a restaurant.<br>One man is wearing a white shirt and blue pants.<br>The other man is wearing a black shirt and black pants.<br><br>D.<br><br>A man and a boy are sitting in a restaurant.<br>A man is wearing a white shirt and a black pants.,Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",OPT
Write a story about lovers with <b>indirect</b> characterization:,"The story should be about two lovers, but the characters should not be aware of their love for each other.<br><br>The story should be about a couple who are in love, but the characters should not be in love with each other.<br><br>The story can be about a couple who are in a relationship, but the characters should not be a couple.<br><br>The story can be a story about a couple who are in love with each other, but the characters should not be lovers.<br><br>The story can be any of the above, but the characters should not be able to see the other person.<br>",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",OPT
Write a story about lovers with <b>indirect</b> characterization:,"no names, no dialogue, no description.<br><br>Write a story about a person who has a problem and then solves it.<br><br>Write a story about an animal that is not a pet.<br><br>Write a story about someone who is in a situation that is not their fault.<br><br>Write a story about something that is not a person.<br><br>Write a story about two people who are not in love.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",OPT
Write a story about lovers with <b>indirect</b> characterization:,Write a story about a character who is a loner:<br><br>Write a story about an animal:<br><br>Write a story about someone who is not a native of the place they live:<br><br>Write a story about something that is not alive:<br><br>Write a story about the future:,Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",OPT
Write a story about lovers with <b>indirect</b> characterization:,"The story is about a man and a woman who meet and fall in love. The man is a scientist and the woman is a painter. The man is a scientist and he is very intelligent. The woman is a painter and she is very creative. The man is a scientist and very logical. The woman is a painter and very emotional. The man is a scientist and logical. The woman is a painter, and very emotional. The man is logical. The woman is emotional. The man is intelligent. The woman is creative. The man is a scientist. The woman is a painter. The man and the woman are lovers.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",OPT
Write a story about lovers with <b>indirect</b> characterization:,"He was a tall, dark, and handsome man, with a well-trimmed beard and a broad chest. He had a gentle and kind face, and his eyes were like two pools of water. He was dressed in a dark green tunic, and his hair was tied in a ponytail. He was a man of few words, but he was very polite and courteous.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",OPT
Write a <b>fast-paced</b> story about lovers:,A. Who are in love<br><br>B. Who are in lust<br><br>C. Who are in love and lust<br><br>D. Who are in love and hate each other<br><br>E. Who are in love and are married,Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",OPT
Write a <b>fast-paced</b> story about lovers:,"The girl was a beautiful, but she was also a little bit of a wild child. She had a reputation for being a bit of a party girl. She was a little bit of a rebel. She was a little bit of an artist. She was a little bit of everything. She was a little bit of trouble. She was a little bit of fun. She was a little bit of love. She was a little bit of lust. She was a little bit of danger. She was a little bit of excitement. She was a little bit of mystery. She was a little bit of magic.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",OPT
Write a <b>fast-paced</b> story about lovers:,"The story should be about a couple who are in love. The couple should be in a relationship and they should be in love. The story should be about how they met, how they fell in love, how they broke up, and how they got back together.<br><br>The story should be about how they met:<br><br>The story should be set in a modern day setting. The story should be about how the couple met. The story should be about how and where they met. The story should be about what they were doing when they met. The story should be set in a place where they met.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",OPT
Write a <b>fast-paced</b> story about lovers:,"“I’m going to kill you!”<br><br>“I’ll kill you first!”<br><br>“No, I’ll kill you first!<br><br>“No, I will!”<br><br>“You’re a liar!”<br><br>“And you’re a cheater!”<br><br>“Oh, yeah? Well, you’re a cheater, too!”<br><br>“Yeah, well, you’re a chea-”",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",OPT
Write a <b>fast-paced</b> story about lovers:,"a man and a woman, a man and a man, a woman and a woman, a man and an animal, a woman and an animal, a man and an inanimate object, a woman and an inanimate object, a man and a non-human, a woman and a non-human, a man and a non-living object, a woman and a non-living object, etc.<br><br>Write a story about a character who is a writer.<br><br>Write a story about someone who is a different gender than you.<br><br>Write a story about an older person.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",OPT
Write a <b>fast-paced</b> story about lovers:,"a man and a woman, a man and a man, a woman and a woman, a man and an animal, a woman and an animal, a man and an inanimate object, a woman and an inanimate object, a man and a child, a woman and a child, a man and a group of children, a woman and a group of children, a man and a group of men, a woman and a group of men, a man and a group of women, a woman and a group of women, a man and a group of animals, a woman and a group of animals, a man and a group of",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",OPT
Write a <b>fast-paced</b> story about lovers:,Write a story about a boy and a girl who are in love. The boy is a bit of a rebel and the girl is a bit of a goody-goody. The boy is the leader of a gang of boys and the girl is the leader of a gang of girls. The two gangs are sworn enemies. The boy and girl meet and fall in love. The boy and girl are caught by their gang leaders and are punished. The boy and girl are forced to break up. The boy and girl decide to run away together. The boy and girl are caught again and are punished.,Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",OPT
Write a <b>fast-paced</b> story about lovers:,"a man and a woman, a man and a man, a woman and a woman, a man and an animal, a woman and an animal, a man and a child, a woman and a child, a man and a child, etc.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",OPT
Write a <b>fast-paced</b> story about lovers:,Write a story about a person who has a secret:<br><br>Write a story about someone who is different from everyone else:<br><br>Write a story about an animal:<br><br>Write a story about something that happened to you:<br><br>Write a story about your favorite food:,Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",OPT
Write a <b>fast-paced</b> story about lovers:,"a young man and a young woman. The young man is a poor student, and the young woman is a rich heiress. The young man is in love with the young woman, but she doesn’t love him. She is in love with a rich young man. The young man is jealous of the rich young man. The rich young man is jealous of the poor young man. The poor young man is jealous of the rich man. The rich man is jealous of the poor man. The poor man is jealous of the rich woman. The rich woman is jealous of the poor woman. ",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",OPT
"Write a story about lovers with a <b>""Tragedy""</b> plot:","Write a story about a ""Comedy"" plot: a love story that is funny.<br><br>Write a story about ""Tragedy"" plot: A love story that ends in death.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",OPT
"Write a story about lovers with a <b>""Tragedy""</b> plot:","A tragic plot is a story in which the main character's downfall is caused by a fatal flaw in his or her character. The flaw is usually a character trait that is a positive in the beginning of the story, but which turns out to be a negative.<br><br>For example, in the story ""The Tragedy of Othello,"" the fatal flaw of Othello is his jealousy. In the beginning of the story, Othello is a brave and noble warrior. He is a good husband and father. But his jealousy leads him to kill his wife, Desdemona, and then to kill himself.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",OPT
"Write a story about lovers with a <b>""Tragedy""</b> plot:","Write a story about a ""Tragedy"" plot.<br><br>Write a story about a character who is ""Wronged"" by another character:<br><br>Write a story about an ""Wronged"" character.<br><br>Write a story about ""Wrong"" and ""Right"":<br><br>Write a story about ""Right"" and ""Wrong"".",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",OPT
"Write a story about lovers with a <b>""Tragedy""</b> plot:","Write a story about a ""Romeo and Juliet"" plot: a love that is forbidden by society.<br><br>Write a story about an ""Odyssey"" plot: a love that is long-distance.<br><br>Write a story about ""A Midsummer Night's Dream"" plot: a love that is magical.<br><br>Write a story about the ""Pyramus and Thisbe"" plot: a love that is star-crossed.<br><br>Write a story about any other plot that you can think of.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",OPT
"Write a story about lovers with a <b>""Tragedy""</b> plot:","Write a story about a ""Rags to Riches"" plot: a person who starts out poor and becomes rich.<br><br>Write a story about ""Revenge"": a person who gets revenge on someone who has hurt them.<br><br>Write a story about the ""Quest"" plot: a person who goes on a journey to accomplish a goal.<br><br>Write a story about an ""Underdog"" plot: a person who is not expected to succeed but does.<br><br>Write a story about someone who is ""Cursed"": a person who is cursed by a supernatural force.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",OPT
"Write a story about lovers with a <b>""Tragedy""</b> plot:","A tragic hero is a character who is not only the victim of a plot, but who is also a hero. He is the character who is the most important to the plot, and who has the most influence on the plot.<br><br>The hero is the character who has the most influence on the story.<br><br>The plot is the main action of the story.<br><br>The tragedy plot is a plot in which the hero is the victim of a plot.<br><br>The story is the plot of the story.<br><br>The lovers are the characters who are in love.<br><br>The story is about the lovers.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",OPT
"Write a story about lovers with a <b>""Tragedy""</b> plot:","The story should be about a couple who have a great love for each other. The couple should be in love, but something happens to them that causes them to be separated. The story should be about how they try to get back together.<br><br>The story should be about how they try and get back together.<br><br>The couple should be in love, but they should have a tragic flaw.<br><br>The tragic flaw should be something that is a weakness that can cause them to be separated.<br><br>The tragic flaw should not be something that is a weakness that will cause them to be separated.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",OPT
"Write a story about lovers with a <b>""Tragedy""</b> plot:","a hero, a villain, a goal, a conflict, and a resolution.<br><br>Write a story about a hero who is not a hero.<br><br>Write a story about an ordinary person who does something extraordinary.<br><br>Write a story about the last day of a person's life.<br><br>Write a story about someone who is afraid of something.<br><br>Write a story about something that is not real.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",OPT
"Write a story about lovers with a <b>""Tragedy""</b> plot:","Tragedy is a story about lovers who are separated by a tragic event. The tragic event can be a death, a betrayal, a loss, a disaster, a natural disaster, a war, a murder, a kidnapping, a rape, a natural disaster, a war. The tragic event can be the end of the world. The tragic event can be a natural disaster. The tragic event can be a war. The tragic event can have a natural disaster. The tragic event should be a natural disaster. The tragic events can be a war. The tragic events can be a natural disaster.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",OPT
"Write a story about lovers with a <b>""Tragedy""</b> plot:","Write a story about a character who is ""mad"" in some way.<br><br>Write a story about an ""unusual"" character.<br><br>Write a story about someone who is ""trying to escape.""<br><br>Write a story about a ""lost"" character.<br><br>Write a ""Fantasy"" story.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",OPT
Write a <b>historical fiction</b> story about lovers:,The lovers can be fictional or historical.<br><br>The story can be set in any time period.<br><br>The story can be any length.<br><br>The story can be written in any genre.<br><br>The story can be in any point of view.,Genre,"historical fiction genre: Historical fiction is a genre where the plot takes place in a setting related to the past events, but is fictional.",OPT
Write a <b>historical fiction</b> story about lovers:,Write a historical fiction story about a woman who is a spy:<br><br>Write a historical fiction short story about a woman who is a pirate:<br><br>Write a historical fiction romance story about a woman who is a warrior:<br><br>Write a historical fiction love story about a woman who is a witch:<br><br>Write a historical fiction novel about a woman who is a warrior and a witch:,Genre,"historical fiction genre: Historical fiction is a genre where the plot takes place in a setting related to the past events, but is fictional.",OPT
